ID_OP;ID_Operador;ID_Ocorrencia;ID_Recurso;DataHoraInicial;DataHoraFinal;QtdeProduzida;QtdeRefugada
40780;1338;;SA-02;26/02/2020 14:07:00;26/02/2020 15:30:22;580;0
40264;1338;;SA-01;26/02/2020 13:07:00;26/02/2020 14:20:31;1270;0
40263;1475;51;PF-01;26/02/2020 11:30:00;26/02/2020 12:00:42;0;0
40263;477;61;PF-01;26/02/2020 13:00:00;26/02/2020 13:05:25;0;0
40263;1475;;PF-01;26/02/2020 13:05:00;26/02/2020 17:00:54;1050;0
40779;1466;51;PF-03;26/02/2020 11:35:00;26/02/2020 12:00:20;0;0
40779;1466;21;PF-03;26/02/2020 13:00:00;26/02/2020 13:10:30;0;0
40779;477;61;PF-03;26/02/2020 13:10:00;26/02/2020 13:20:47;0;0
40779;1466;;PF-03;26/02/2020 13:20:00;26/02/2020 15:50:36;576;0
38985;477;61;PF-07;26/02/2020 08:50:00;26/02/2020 08:55:44;0;0
38985;1476;4;PF-07;26/02/2020 08:55:00;26/02/2020 12:00:49;720;8
38985;1476;4;PF-07;26/02/2020 13:00:00;26/02/2020 14:20:55;295;3
40339;9;;TB;26/02/2020 10:00:00;26/02/2020 13:00:36;230;0
40777;9;;TB;26/02/2020 16:00:00;26/02/2020 17:05:44;572;0
36872;1291;51;PE-07;26/02/2020 08:20:00;26/02/2020 08:35:36;0;0
36872;1467;61;PE-07;26/02/2020 08:35:00;26/02/2020 08:40:17;0;0
36872;1291;;PE-07;26/02/2020 08:40:00;26/02/2020 09:35:33;272;0
36870;9;;TB;26/02/2020 16:30:00;26/02/2020 16:45:16;272;0
40263;1475;51;pf;26/02/2020 11:30:00;26/02/2020 12:00:29;0;0
40263;1467;61;pf;26/02/2020 13:00:00;26/02/2020 13:05:10;0;0
40263;1475;;pf;26/02/2020 13:05:00;26/02/2020 17:00:31;1050;0
39223;529;;FB;26/02/2020 07:00:00;26/02/2020 10:00:24;235;0
39222;1268;;XX;26/02/2020 07:00:00;26/02/2020 10:00:24;235;0
40494;642;51;CNC;26/02/2020 15:50:00;26/02/2020 16:30:44;0;0
40494;1467;61;CNC;26/02/2020 16:30:00;26/02/2020 16:35:24;0;0
40101;1432;;PF-10;26/02/2020 07:00:00;26/02/2020 07:50:49;130;8
40099;1457;;PH-01;26/02/2020 07:00:00;26/02/2020 10:20:30;552;0
40098;9;;TB;26/02/2020 14:20:00;26/02/2020 16:00:45;552;0
38531;642;51;CNC;27/02/2020 15:30:00;27/02/2020 17:00:16;0;0
38532;1428;;CNC;27/02/2020 07:45:00;27/02/2020 10:35:41;132;0
40090;1338;51;sc;27/02/2020 13:00:00;27/02/2020 13:05:23;0;0
40090;477;61;sc;27/02/2020 13:05:00;27/02/2020 13:07:33;0;0
40090;1338;;sc;27/02/2020 13:07:00;27/02/2020 15:00:49;820;0
40546;1432;51;PF-10;27/02/2020 08:30:00;27/02/2020 09:20:21;0;0
40546;477;61;PF-10;27/02/2020 09:20:00;27/02/2020 09:25:54;0;0
40546;1432;;PF-10;27/02/2020 09:25:00;27/02/2020 09:35:21;12;0
40546;1432;99;PF-10;27/02/2020 09:35:00;27/02/2020 09:50:10;0;0
40546;1432;;PF-10;27/02/2020 09:50:00;27/02/2020 12:00:41;150;0
40546;1432;;PF-10;27/02/2020 13:00:00;27/02/2020 17:00:23;300;0
40544;1291;51;PE-07;27/02/2020 10:30:00;28/02/2020 07:30:09;0;0
40544;1467;61;PE-07;27/02/2020 10:45:00;28/02/2020 08:35:21;0;0
40544;1291;;PE-07;27/02/2020 10:50:00;28/02/2020 02:55:35;76;0
40544;1457;;PE-07;27/02/2020 13:00:00;28/02/2020 09:55:20;230;0
40544;1457;;PE-07;27/02/2020 16:05:00;28/02/2020 12:20:10;91;0
39536;1466;21;pf;27/02/2020 08:30:00;27/02/2020 08:45:32;0;0
39536;1466;;pf;27/02/2020 07:00:00;27/02/2020 08:30:44;257;0
39536;1466;21;pf;27/02/2020 11:20:00;27/02/2020 11:30:13;0;0
39536;1466;;pf;27/02/2020 08:45:00;27/02/2020 11:20:48;510;0
39536;1466;;pf;27/02/2020 11:30:00;27/02/2020 12:00:18;77;0
40551;1291;9;PE-06;27/02/2020 07:05:00;27/02/2020 09:20:19;560;6
40551;1467;61;PE-06;27/02/2020 07:00:00;27/02/2020 07:05:40;0;0
39536;1466;;pf;27/02/2020 13:00:00;27/02/2020 13:50:13;155;0
39810;1383;51;pf;27/02/2020 07:20:00;27/02/2020 07:51:11;0;0
39810;1383;22;pf;27/02/2020 07:50:00;27/02/2020 08:26:28;0;0
39810;477;61;pf;27/02/2020 08:25:00;27/02/2020 08:31:33;0;0
39810;1383;4;pf;27/02/2020 08:30:00;27/02/2020 12:01:47;420;6
39810;1383;4;pf;27/02/2020 13:00:00;27/02/2020 17:01:48;450;6
39811;1338;;SA-02;27/02/2020 09:00:00;27/02/2020 11:00:18;890;0
39811;1338;;sc;27/02/2020 09:00:00;27/02/2020 11:00:41;830;0
39810;1383;4;pf;27/02/2020 08:30:00;27/02/2020 12:00:50;420;6
39810;1383;4;pf;27/02/2020 13:00:00;27/02/2020 17:00:40;450;6
39537;1338;51;SA-01;27/02/2020 07:00:00;27/02/2020 07:05:14;0;0
39537;477;61;SA-01;27/02/2020 07:05:00;27/02/2020 07:07:38;0;0
39537;1338;;SA-01;27/02/2020 07:07:00;27/02/2020 09:40:25;1020;0
39809;477;;;27/02/2020 07:00:00;27/02/2020 09:00:51;1007;0
39807;1466;51;pf;27/02/2020 15:00:00;27/02/2020 15:20:23;0;0
39808;1389;;PH;27/02/2020 07:00:00;27/02/2020 17:00:21;1007;0
39807;477;61;pf;27/02/2020 15:20:00;27/02/2020 15:30:13;0;0
39807;1466;;pf;27/02/2020 15:30:00;27/02/2020 17:00:55;210;0
40263;1475;;PF-01;27/02/2020 07:00:00;27/02/2020 08:00:17;211;0
40263;1475;;pf;27/02/2020 07:00:00;27/02/2020 08:00:48;211;0
40261;477;61;PE;27/02/2020 07:00:00;27/02/2020 07:02:28;0;0
40261;1457;;PE;27/02/2020 07:00:00;27/02/2020 10:35:39;1255;0
40666;1338;51;SA-02;28/02/2020 13:00:00;28/02/2020 13:05:12;0;0
40666;477;61;SA-02;28/02/2020 13:05:00;28/02/2020 13:07:15;0;0
40666;1338;;SA-02;28/02/2020 13:07:00;28/02/2020 14:50:32;650;0
40666;1338;;SA-02;28/02/2020 16:00:00;28/02/2020 16:50:12;300;0
40665;1383;51;PF-09;28/02/2020 14:15:00;28/02/2020 15:15:44;0;0
40665;477;61;PF-09;28/02/2020 15:15:00;28/02/2020 15:20:28;0;0
40665;1383;;PF-09;28/02/2020 15:20:00;28/02/2020 16:00:54;140;0
38531;1467;61;CNC;28/02/2020 07:00:00;28/02/2020 07:05:13;0;0
38531;642;;CNC;28/02/2020 07:05:00;28/02/2020 12:00:30;175;0
38530;1467;;;28/02/2020 13:00:00;28/02/2020 15:00:38;214;0
38531;642;;CNC;28/02/2020 13:00:00;28/02/2020 14:10:48;39;0
40439;1338;51;SA-02;28/02/2020 07:30:00;28/02/2020 07:35:18;0;0
40439;477;61;SA-02;28/02/2020 07:35:00;28/02/2020 07:37:24;0;0
40439;1338;;SA-02;28/02/2020 07:37:00;28/02/2020 10:00:39;1700;0
40089;1383;51;pf;28/02/2020 08:20:00;28/02/2020 09:15:46;0;0
40089;477;61;pf;28/02/2020 09:15:00;28/02/2020 09:20:27;0;0
40089;1383;;pf;28/02/2020 09:20:00;28/02/2020 12:00:38;550;0
40089;1383;;pf;28/02/2020 13:00:00;28/02/2020 14:10:17;270;0
40088;1291;51;PE;28/02/2020 11:00:00;28/02/2020 11:10:40;0;0
40088;1467;61;PE;28/02/2020 11:10:00;28/02/2020 11:15:25;0;0
40088;1291;;PE;28/02/2020 13:00:00;28/02/2020 15:00:19;700;0
40088;1291;;PE;28/02/2020 11:15:00;28/02/2020 11:40:39;120;0
40546;1432;4;PF-10;28/02/2020 07:00:00;28/02/2020 08:20:14;78;0
40544;1476;;PE-07;28/02/2020 07:00:00;28/02/2020 07:20:54;54;0
40544;1457;;PE-07;28/02/2020 08:30:00;28/02/2020 08:50:15;89;0
40438;1476;51;PF-07;28/02/2020 09:55:00;28/02/2020 10:20:20;0;0
40438;1476;9;PF-07;28/02/2020 10:25:00;28/02/2020 12:00:21;370;2
40438;1467;61;PF-07;28/02/2020 10:20:00;28/02/2020 10:25:40;0;0
40438;1476;9;PF-07;28/02/2020 13:00:00;28/02/2020 16:00:55;930;3
40369;1291;51;PE;28/02/2020 10:00:00;28/02/2020 10:35:52;0;0
40369;1467;61;PE;28/02/2020 10:35:00;28/02/2020 10:40:16;0;0
40369;1457;;PE;28/02/2020 10:40:00;28/02/2020 12:00:10;310;0
40369;1457;6;PE;28/02/2020 13:00:00;28/02/2020 13:40:30;254;32
40363;1291;51;PE;28/02/2020 14:55:00;28/02/2020 15:05:34;0;0
40363;477;61;PE;28/02/2020 15:05:00;28/02/2020 15:10:16;0;0
40363;1291;;PE;28/02/2020 15:10:00;28/02/2020 16:00:45;200;0
39810;1383;4;pf;28/02/2020 07:00:00;28/02/2020 08:20:21;150;1
39807;1466;;pf;28/02/2020 07:00:00;28/02/2020 10:55:53;605;0
39807;1466;21;pf;28/02/2020 10:55:00;28/02/2020 11:25:29;0;0
39807;1466;;pf;28/02/2020 13:00:00;28/02/2020 13:45:26;108;0
39807;1466;;pf;28/02/2020 11:25:00;28/02/2020 12:00:51;84;0
39623;954;;sc;28/02/2020 09:00:00;28/02/2020 12:00:38;524;0
39622;1432;51;pf;28/02/2020 10:15:00;28/02/2020 11:00:40;0;0
39622;477;61;sc;28/02/2020 11:00:00;28/02/2020 11:05:16;0;0
39622;1432;;sc;28/02/2020 13:00:00;28/02/2020 16:00:45;220;0
39622;1432;;pf;28/02/2020 11:05:00;28/02/2020 12:00:35;90;0
40419;1291;;PE;28/02/2020 07:00:00;28/02/2020 09:00:12;700;0
39792;477;61;sc;29/02/2020 07:05:00;29/02/2020 13:00:46;0;0
39792;1338;51;sc;29/02/2020 07:00:00;29/02/2020 07:05:11;0;0
39792;1338;51;sc;29/02/2020 07:00:00;29/02/2020 07:05:17;0;0
39792;477;61;sc;29/02/2020 07:05:00;29/02/2020 07:07:45;0;0
39792;1338;;sc;29/02/2020 07:05:00;29/02/2020 13:00:36;1020;0
40087;1291;51;PE;29/02/2020 11:00:00;29/02/2020 11:15:49;0;0
40087;477;61;PE;29/02/2020 11:15:00;29/02/2020 11:20:24;0;0
40087;1291;;PE;29/02/2020 11:20:00;29/02/2020 13:00:54;820;0
39792;1338;;sc;29/02/2020 13:00:00;29/02/2020 13:02:29;3;0
40363;1291;;PE;29/02/2020 07:00:00;29/02/2020 11:00:55;1840;0
40419;1457;;PE;29/02/2020 07:00:00;29/02/2020 13:00:23;1744;0
37108;1338;51;sc;02/03/2020 10:30:00;02/03/2020 10:35:18;0;0
37108;477;61;sc;02/03/2020 10:35:00;02/03/2020 10:37:38;0;0
37108;1338;;sc;02/03/2020 10:35:00;02/03/2020 10:50:54;204;0
36855;1338;51;sc;02/03/2020 08:00:00;02/03/2020 08:05:10;0;0
40264;1338;;sc;02/03/2020 07:00:00;02/03/2020 07:45:24;770;0
37075;1338;51;sc;02/03/2020 09:00:00;02/03/2020 09:05:21;0;0
36855;477;61;sc;02/03/2020 08:05:00;02/03/2020 08:07:27;0;0
36855;1338;;sc;02/03/2020 08:07:00;02/03/2020 08:45:24;510;0
37075;477;61;sc;02/03/2020 09:05:00;02/03/2020 09:07:46;0;0
37075;1338;;sc;02/03/2020 09:07:00;02/03/2020 09:30:36;102;0
37075;1338;51;sc;02/03/2020 11:00:00;02/03/2020 11:05:31;0;0
37075;477;61;sc;02/03/2020 11:05:00;02/03/2020 11:07:23;0;0
37075;1338;;sc;02/03/2020 11:05:00;02/03/2020 11:10:12;16;0
40034;1338;51;sc;02/03/2020 14:00:00;02/03/2020 14:05:34;0;0
40034;477;61;sc;02/03/2020 14:05:00;02/03/2020 14:07:13;0;0
40034;1338;;sc;02/03/2020 14:07:00;02/03/2020 16:00:32;1020;0
40608;1338;51;sc;02/03/2020 13:00:00;02/03/2020 13:05:54;0;0
40608;477;61;sc;02/03/2020 13:05:00;02/03/2020 13:07:48;0;0
40608;1338;;sc;02/03/2020 13:07:00;02/03/2020 13:30:14;408;0
40381;1338;51;sc;02/03/2020 11:00:00;02/03/2020 11:05:22;0;0
40381;477;61;sc;02/03/2020 11:05:00;02/03/2020 11:07:37;0;0
40381;1338;;sc;02/03/2020 11:07:00;02/03/2020 11:40:51;510;0
40380;1383;22;pf;02/03/2020 10:10:00;02/03/2020 10:50:37;0;0
40380;1383;51;pf;02/03/2020 09:55:00;02/03/2020 10:10:29;0;0
40380;1467;61;pf;02/03/2020 10:50:00;02/03/2020 10:55:23;0;0
40380;1383;;pf;02/03/2020 10:55:00;02/03/2020 12:00:30;200;0
40380;1476;;pf;02/03/2020 13:00:00;02/03/2020 14:40:29;310;0
40607;477;61;pf;02/03/2020 14:40:00;02/03/2020 14:46:38;0;0
40607;1476;;pf;02/03/2020 14:45:00;02/03/2020 16:46:21;408;0
40665;1383;;PF-09;02/03/2020 07:00:00;02/03/2020 09:55:48;530;0
40439;1338;;SA-02;02/03/2020 07:30:00;02/03/2020 09:00:23;850;0
40086;9;;XX;02/03/2020 10:40:00;02/03/2020 12:35:55;820;0
40085;642;51;CNC;02/03/2020 07:00:00;02/03/2020 08:00:44;0;0
40085;1467;61;CNC;02/03/2020 08:00:00;02/03/2020 08:05:30;0;0
40085;1389;;CNC;02/03/2020 08:00:00;02/03/2020 12:00:41;211;0
40085;1389;;CNC;02/03/2020 13:00:00;02/03/2020 17:00:44;332;0
40084;642;51;CNC;02/03/2020 07:00:00;02/03/2020 08:00:40;0;0
40084;1467;61;CNC;02/03/2020 08:00:00;02/03/2020 08:05:38;0;0
40084;1428;99;CNC;02/03/2020 15:10:00;02/03/2020 16:10:46;0;0
40084;1428;;CNC;02/03/2020 13:00:00;02/03/2020 15:10:14;120;0
40084;1428;;CNC;02/03/2020 16:10:00;02/03/2020 17:00:55;75;0
39791;1432;51;pf;02/03/2020 10:15:00;02/03/2020 11:00:36;0;0
39791;477;61;pf;02/03/2020 11:00:00;02/03/2020 11:05:41;0;0
39791;1432;;pf;02/03/2020 11:05:00;02/03/2020 12:00:46;123;0
39791;1432;;pf;02/03/2020 13:00:00;02/03/2020 17:00:26;400;0
39790;1291;51;PE;02/03/2020 15:45:00;02/03/2020 16:00:29;0;0
39790;1467;61;PE;02/03/2020 16:00:00;02/03/2020 16:05:40;0;0
39790;1291;;PE;02/03/2020 16:05:00;02/03/2020 16:30:46;103;0
39535;1457;51;PE;02/03/2020 15:20:00;02/03/2020 16:05:33;0;0
39535;1467;61;PE;02/03/2020 16:05:00;02/03/2020 16:10:23;0;0
39535;1457;;PE;02/03/2020 16:10:00;02/03/2020 17:10:35;100;0
40438;1476;9;PF-07;02/03/2020 07:00:00;02/03/2020 08:35:55;400;2
40438;1476;9;PF-07;02/03/2020 09:00:00;02/03/2020 11:40:31;870;3
40438;1476;4;PF-07;02/03/2020 08:35:00;02/03/2020 09:00:43;0;0
40051;1467;61;PE;02/03/2020 16:50:00;02/03/2020 16:55:44;0;0
40051;1390;;PE;02/03/2020 16:55:00;02/03/2020 17:00:37;20;0
39610;1390;;PE;02/03/2020 16:45:00;02/03/2020 16:47:48;14;0
40222;477;61;sc;02/03/2020 07:00:00;02/03/2020 07:02:13;0;0
40033;1475;51;pf;02/03/2020 14:40:00;02/03/2020 15:10:40;0;0
40033;477;61;pf;02/03/2020 15:10:00;02/03/2020 15:15:46;0;0
40222;713;;sc;02/03/2020 07:02:00;02/03/2020 12:00:20;1500;0
40222;713;;sc;02/03/2020 13:00:00;02/03/2020 17:00:12;1200;0
40033;1475;;pf;02/03/2020 15:15:00;02/03/2020 17:00:29;300;0
36854;1466;51;PF-04;02/03/2020 09:40:00;02/03/2020 10:15:47;0;0
36854;1466;99;PF-04;02/03/2020 10:20:00;02/03/2020 10:35:30;0;0
36854;477;61;PF-04;02/03/2020 10:15:00;02/03/2020 10:20:43;0;0
36854;1466;4;PF-04;02/03/2020 10:35:00;02/03/2020 11:05:38;41;2
39806;1389;;;02/03/2020 07:08:13;02/03/2020 11:40:51;1007;0
39622;1432;;sc;02/03/2020 07:00:00;02/03/2020 10:15:50;214;0
39621;1389;51;PH;02/03/2020 07:30:00;02/03/2020 08:00:19;0;0
39621;477;61;PH;02/03/2020 08:00:00;02/03/2020 08:05:38;0;0
39621;1389;;PH;02/03/2020 08:05:00;02/03/2020 12:00:18;400;0
39621;1389;;PH;02/03/2020 14:00:00;02/03/2020 15:00:18;124;0
37075;1338;;sc;02/03/2020 09:30:00;02/03/2020 09:35:39;7;0
37074;1466;51;pf;02/03/2020 11:05:00;02/03/2020 11:45:29;0;0
37074;1466;22;pf;02/03/2020 11:45:00;02/03/2020 12:00:14;0;0
37073;1390;51;PE;02/03/2020 14:20:00;02/03/2020 14:35:55;0;0
37074;477;61;pf;02/03/2020 13:00:00;02/03/2020 13:10:27;0;0
37074;1466;;pf;02/03/2020 13:10:00;02/03/2020 13:50:47;109;0
37073;477;61;PE;02/03/2020 14:35:00;02/03/2020 14:37:30;0;0
37073;1390;;PE;02/03/2020 14:37:00;02/03/2020 15:05:18;109;0
40419;1457;;PE;02/03/2020 07:00:00;02/03/2020 12:00:11;1724;0
39796;1466;51;pf;02/03/2020 16:00:00;02/03/2020 16:30:54;0;0
39796;477;61;pf;02/03/2020 16:30:00;02/03/2020 16:35:44;0;0
39796;1466;;pf;02/03/2020 16:35:00;02/03/2020 17:00:15;80;0
40419;1457;4;PE;02/03/2020 13:00:00;02/03/2020 14:40:41;667;112
40418;477;;;02/03/2020 07:00:13;02/03/2020 17:00:30;5600;0
40417;477;;;02/03/2020 07:00:13;02/03/2020 17:00:44;5600;0
40416;477;;;02/03/2020 07:00:13;02/03/2020 12:00:51;5600;0
40263;1475;22;pf;02/03/2020 07:00:00;02/03/2020 08:30:21;0;0
40263;1475;;pf;02/03/2020 08:30:00;02/03/2020 12:00:30;779;0
40262;477;;pf;02/03/2020 07:00:54;02/03/2020 08:00:29;2040;0
40261;1390;;PE;02/03/2020 09:30:00;02/03/2020 11:50:27;690;0
40261;1390;;PE;02/03/2020 13:10:00;02/03/2020 14:00:20;95;0
40381;1338;99;sc;02/03/2020 11:40:00;02/03/2020 11:41:33;0;0
40380;1476;99;pf;02/03/2020 14:40:00;02/03/2020 14:41:31;0;0
40608;1338;99;sc;02/03/2020 13:30:00;02/03/2020 13:31:31;0;0
40607;1476;99;pf;02/03/2020 16:45:00;02/03/2020 16:46:10;0;0
37107;1466;51;pf;02/03/2020 13:50:00;02/03/2020 14:25:22;0;0
37107;477;61;pf;02/03/2020 14:25:00;02/03/2020 14:30:26;0;0
37107;1466;;pf;02/03/2020 14:30:00;02/03/2020 15:45:48;204;0
37106;1389;51;PH;02/03/2020 15:55:00;02/03/2020 16:10:32;0;0
37106;1467;61;PH;02/03/2020 16:10:00;02/03/2020 16:15:58;0;0
37106;1389;;PH;02/03/2020 16:15:00;02/03/2020 16:40:59;204;0
40664;1291;51;PE-07;03/03/2020 15:35:00;03/03/2020 15:55:41;0;0
40664;477;61;PE-07;03/03/2020 15:55:00;03/03/2020 16:00:39;0;0
40664;1291;;PE-07;03/03/2020 16:00:00;03/03/2020 17:00:27;400;0
40084;1389;;CNC;03/03/2020 08:00:00;03/03/2020 12:00:35;210;0
40084;1389;;CNC;03/03/2020 07:00:00;04/03/2020 07:45:27;232;0
40084;1389;;CNC;03/03/2020 13:00:00;04/03/2020 05:35:22;48;0
40084;1389;;CNC;03/03/2020 13:00:00;03/03/2020 17:00:48;135;0
40033;1475;9;PF-07;03/03/2020 07:00:00;03/03/2020 10:50:23;717;5
40083;529;51;FB;03/03/2020 07:50:00;03/03/2020 08:10:36;0;0
40083;1467;61;FB;03/03/2020 08:10:00;03/03/2020 08:15:49;0;0
40083;10;;FB;03/03/2020 08:15:00;03/03/2020 17:00:17;543;0
39791;1432;;pf;03/03/2020 07:00:00;03/03/2020 09:20:52;320;0
39791;1432;;pf;03/03/2020 13:03:00;03/03/2020 14:50:33;180;0
39369;1338;51;sc;03/03/2020 10:00:00;03/03/2020 10:05:55;0;0
39369;477;61;sc;03/03/2020 10:05:00;03/03/2020 10:07:52;0;0
39368;1475;51;pf;03/03/2020 10:50:00;03/03/2020 11:35:46;0;0
39369;1338;;sc;03/03/2020 10:05:00;03/03/2020 10:07:38;4;0
39368;1467;61;pf;03/03/2020 11:35:00;03/03/2020 11:40:52;0;0
39368;1475;;pf;03/03/2020 13:00:00;03/03/2020 16:05:24;500;0
39368;1475;;pf;03/03/2020 11:40:00;03/03/2020 12:00:28;14;0
39535;1457;;PE;03/03/2020 07:00:00;03/03/2020 12:00:12;890;0
39535;1457;;PE;03/03/2020 13:00:00;03/03/2020 13:55:22;74;0
39762;1476;51;pf;03/03/2020 15:40:00;03/03/2020 16:10:28;0;0
39762;477;61;pf;03/03/2020 16:10:00;03/03/2020 16:15:18;0;0
39762;1476;9;pf;03/03/2020 16:15:00;03/03/2020 17:00:15;120;4
37096;529;51;TR;03/03/2020 16:00:00;03/03/2020 16:56:04;0;0
37096;1467;61;TR;03/03/2020 16:55:00;03/03/2020 17:00:40;0;0
40051;1390;;PE;03/03/2020 07:00:00;03/03/2020 12:00:49;2020;0
37069;1338;51;sc;03/03/2020 10:00:54;03/03/2020 10:06:31;0;0
37069;477;61;sc;03/03/2020 10:05:54;03/03/2020 10:08:13;0;0
37069;1338;;sc;03/03/2020 10:07:54;03/03/2020 10:31:35;306;0
36861;1338;51;sc;03/03/2020 09:00:54;03/03/2020 09:06:49;0;0
36861;477;61;sc;03/03/2020 09:05:54;03/03/2020 09:08:08;0;0
36861;1338;;sc;03/03/2020 09:07:54;03/03/2020 09:31:48;204;0
39797;1338;51;sc;03/03/2020 07:00:54;03/03/2020 07:06:24;0;0
39797;477;61;sc;03/03/2020 07:05:54;03/03/2020 07:08:47;0;0
39797;1338;;sc;03/03/2020 07:07:54;03/03/2020 09:41:43;2550;0
40222;713;;sc;03/03/2020 07:00:00;03/03/2020 08:05:16;360;0
40362;477;;;03/03/2020 07:00:00;03/03/2020 17:00:44;2040;0
40815;1338;51;sc;03/03/2020 16:00:00;03/03/2020 16:05:52;0;0
40815;477;61;sc;03/03/2020 16:05:00;03/03/2020 16:07:25;0;0
40815;1338;;sc;03/03/2020 16:07:00;03/03/2020 16:20:21;102;0
37092;1338;51;sc;03/03/2020 15:30:00;03/03/2020 15:35:32;0;0
37092;477;61;sc;03/03/2020 15:35:00;03/03/2020 15:37:55;0;0
36867;1338;51;sc;03/03/2020 15:00:00;03/03/2020 15:05:41;0;0
37092;1338;;sc;03/03/2020 15:37:00;03/03/2020 15:50:20;102;0
36867;477;61;sc;03/03/2020 15:05:00;03/03/2020 15:07:38;0;0
36867;1338;;sc;03/03/2020 15:07:00;03/03/2020 15:25:15;102;0
39763;1338;51;sc;03/03/2020 14:00:00;03/03/2020 14:05:14;0;0
39763;477;61;sc;03/03/2020 14:05:00;03/03/2020 14:07:19;0;0
39763;1338;;sc;03/03/2020 14:07:00;03/03/2020 14:35:25;306;0
39620;1389;;;03/03/2020 09:30:54;03/03/2020 12:31:45;524;0
39369;1338;51;sc;03/03/2020 10:00:54;03/03/2020 10:06:47;0;0
39369;477;61;sc;03/03/2020 10:05:54;03/03/2020 10:08:09;0;0
40819;1338;51;sc;03/03/2020 11:00:54;03/03/2020 11:06:10;0;0
39369;1338;;sc;03/03/2020 10:07:54;03/03/2020 10:51:14;510;0
40819;477;61;;03/03/2020 11:05:54;03/03/2020 11:08:41;0;0
40819;1338;;sc;03/03/2020 11:05:54;03/03/2020 11:21:48;102;0
36867;1338;;sc;03/03/2020 15:30:00;03/03/2020 15:31:14;1;0
36866;1383;51;pf;03/03/2020 16:50:00;03/03/2020 17:00:27;0;0
37072;9;;XX;03/03/2020 09:20:00;03/03/2020 09:33:31;109;0
39797;1338;;sc;03/03/2020 09:40:00;03/03/2020 09:50:14;50;0
39796;1466;;pf;03/03/2020 07:00:00;03/03/2020 10:20:54;1000;0
39796;1466;11;pf;03/03/2020 10:20:00;03/03/2020 10:45:38;0;0
39796;1466;;pf;03/03/2020 13:00:00;03/03/2020 16:45:30;1021;0
39796;1466;;pf;03/03/2020 10:45:00;03/03/2020 12:00:41;329;0
39795;1390;51;PE;03/03/2020 13:20:00;03/03/2020 13:35:17;0;0
39795;477;61;PE;03/03/2020 13:35:00;03/03/2020 13:40:39;0;0
39795;1390;;PE;03/03/2020 13:40:00;03/03/2020 17:00:44;904;0
37068;1383;51;pf;03/03/2020 13:30:00;03/03/2020 13:55:47;0;0
37068;477;61;pf;03/03/2020 13:55:00;03/03/2020 14:00:37;0;0
37067;1457;51;PH;03/03/2020 14:15:00;03/03/2020 14:55:17;0;0
37068;1383;;pf;03/03/2020 14:00:00;03/03/2020 15:20:47;306;0
37067;1467;61;PH;03/03/2020 14:55:00;03/03/2020 15:00:23;0;0
37067;1457;;PH;03/03/2020 15:00:00;03/03/2020 17:00:42;153;0
40260;1389;;XX;03/03/2020 14:40:54;03/03/2020 15:11:48;2040;0
36860;1383;51;pf;03/03/2020 15:20:00;03/03/2020 15:45:20;0;0
36861;1338;;sc;03/03/2020 09:30:00;03/03/2020 09:35:44;9;0
36860;477;61;pf;03/03/2020 15:45:00;03/03/2020 15:50:50;0;0
36860;1383;;pf;03/03/2020 15:50:00;03/03/2020 16:45:32;213;0
37105;1389;;XX;03/03/2020 15:48:54;03/03/2020 16:11:14;204;0
40276;1338;51;sc;04/03/2020 15:00:00;04/03/2020 15:05:11;0;0
40276;477;61;sc;04/03/2020 15:05:00;04/03/2020 15:07:30;0;0
40276;1338;;sc;04/03/2020 15:07:00;04/03/2020 17:07:20;1400;0
40664;1291;;PE-07;04/03/2020 07:00:00;04/03/2020 07:40:17;270;0
40085;1389;;CNC;04/03/2020 07:00:00;04/03/2020 12:00:10;232;0
40085;1389;;CNC;04/03/2020 13:00:00;04/03/2020 13:50:12;45;0
40083;10;;FB;04/03/2020 07:00:00;04/03/2020 10:00:40;277;0
37092;1338;51;sc;04/03/2020 15:00:00;04/03/2020 15:05:41;0;0
37092;477;61;sc;04/03/2020 15:05:00;04/03/2020 15:07:21;0;0
37084;1338;51;sc;04/03/2020 14:00:00;04/03/2020 14:05:52;0;0
37084;477;61;sc;04/03/2020 14:05:00;04/03/2020 14:07:17;0;0
37084;1338;;sc;04/03/2020 14:07:00;04/03/2020 14:25:29;50;0
37092;1338;51;sc;04/03/2020 15:07:00;04/03/2020 15:30:16;100;0
40270;1338;51;sc;04/03/2020 09:00:00;04/03/2020 09:05:49;0;0
40270;477;61;sc;04/03/2020 09:05:00;04/03/2020 09:07:53;0;0
40270;1338;;sc;04/03/2020 09:05:00;04/03/2020 10:20:34;2040;0
40269;1466;51;pf;04/03/2020 09:05:00;04/03/2020 09:35:18;0;0
40269;477;61;pf;04/03/2020 09:35:00;04/03/2020 09:40:54;0;0
40269;1466;;pf;04/03/2020 13:00:00;04/03/2020 17:00:14;1124;0
40269;1466;;pf;04/03/2020 09:40:00;04/03/2020 12:00:33;665;0
40267;477;61;PE;04/03/2020 10:58:00;04/03/2020 11:00:33;0;0
40267;1457;;PE;04/03/2020 11:00:00;04/03/2020 12:00:39;355;0
40267;1457;;PE;04/03/2020 13:00:00;04/03/2020 17:00:45;1227;0
36880;1338;51;sc;04/03/2020 16:00:00;04/03/2020 16:05:35;0;0
36880;477;61;sc;04/03/2020 16:05:00;04/03/2020 16:07:19;0;0
